,remito,tipo
1330,26583,resistencia
1331,26615,volumen
1332,26620,resistencia
1333,26632,asentamiento
1334,26639,resistencia
1335,26648,fisuracion
1336,26659,asentamiento
1337,26670,fisuracion
1338,26675,formula
1339,26721,fisuracion
1340,26774,formula
1341,26811,resistencia
1342,26812,fisuracion
1343,26824,volumen
1344,26838,fragüe
1345,26859,demoras
1346,26866,fisuracion
1347,26907,asentamiento
1348,26908,fragüe
1349,26912,resistencia
1350,26944,asentamiento
1351,26950,fisuracion
1352,26977,demoras
1353,26991,formula
1354,27004,fisuracion
1355,27012,fisuracion
1356,27014,demoras
1357,27029,fisuracion
1358,27040,asentamiento
1359,27058,asentamiento
1360,27062,fisuracion
1361,27078,asentamiento
1362,27086,formula
1363,27090,resistencia
1364,27104,demoras
1365,27125,demoras
1366,27149,resistencia
1367,27165,fisuracion
1368,27169,fisuracion
1369,27210,asentamiento
1370,27237,asentamiento
1371,27279,fisuracion
1372,27323,asentamiento
1373,27328,asentamiento
1374,27333,asentamiento
1375,27337,asentamiento
1376,27377,asentamiento
1377,27382,volumen
1378,27410,fisuracion
1379,27413,asentamiento
1380,27418,demoras
1381,27455,asentamiento
1382,27459,volumen
1383,27469,asentamiento
1384,27471,fisuracion
1385,27473,demoras
1386,27480,asentamiento
1387,27491,asentamiento
1388,27512,asentamiento
1389,27513,fisuracion
1390,27575,fisuracion
1391,27587,asentamiento
1392,27624,asentamiento
1393,27639,asentamiento
1394,27645,fisuracion
1395,27665,fisuracion
1396,27705,asentamiento
1397,27720,volumen
1398,27730,fisuracion
1399,27733,fisuracion
1400,27760,fisuracion
1401,27814,resistencia
1402,27835,resistencia
1403,27843,formula
1404,27847,demoras
1405,27849,fisuracion
1406,27858,fisuracion
1407,27863,resistencia
1408,27866,asentamiento
1409,27873,asentamiento
1410,27885,resistencia
1411,27935,fisuracion
1412,27947,fisuracion
1413,27976,fisuracion
1414,27977,formula
1415,27991,formula
1416,28099,fisuracion
1417,28144,asentamiento
1418,28176,resistencia
1419,28187,fisuracion
1420,28193,asentamiento
1421,28210,asentamiento
1422,28228,volumen
1423,28233,fisuracion
1424,28241,asentamiento
1425,28260,asentamiento
1426,28266,demoras
1427,28276,fragüe
1428,28280,fisuracion
1429,28282,fisuracion
1430,28302,volumen
1431,28327,asentamiento
1432,28391,fisuracion
1433,28400,demoras
1434,28402,asentamiento
1435,28405,asentamiento
1436,28423,asentamiento
1437,28430,fisuracion
1438,28457,fragüe
1439,28459,fisuracion
1440,28476,fisuracion
1441,28491,demoras
1442,28498,fisuracion
1443,28502,fisuracion
1444,28508,fragüe
1445,28543,asentamiento
1446,28558,fisuracion
1447,28559,asentamiento
1448,28575,resistencia
1449,28615,asentamiento
1450,28616,asentamiento
1451,28684,formula
1452,28696,formula
1453,28730,resistencia
1454,28771,asentamiento
1455,28819,resistencia
1456,28824,asentamiento
1457,28855,formula
1458,28859,resistencia
1459,28873,asentamiento
1460,28895,fisuracion
1461,28897,fisuracion
1462,28927,fisuracion
1463,28946,formula
1464,28950,fisuracion
1465,28953,volumen
1466,28955,volumen
1467,28969,fisuracion
1468,28973,asentamiento
1469,28981,fisuracion
1470,28995,fisuracion
1471,29001,asentamiento
1472,29048,volumen
1473,29059,asentamiento
1474,29063,asentamiento
1475,29098,volumen
1476,29106,fisuracion
1477,29110,fisuracion
1478,29118,asentamiento
1479,29122,asentamiento
1480,29126,asentamiento
1481,29133,resistencia
1482,29152,fisuracion
1483,29157,asentamiento
1484,29191,asentamiento
1485,29198,demoras
1486,29206,demoras
1487,29243,fisuracion
1488,29267,fisuracion
1489,29319,resistencia
1490,29358,fisuracion
1491,29415,demoras
1492,29445,demoras
1493,29450,asentamiento
1494,29458,fisuracion
1495,29476,fisuracion
1496,29523,asentamiento
1497,29564,asentamiento
1498,29571,asentamiento
1499,29595,asentamiento
1500,29612,volumen
1501,29623,demoras
1502,29625,fisuracion
1503,29633,volumen
1504,29637,asentamiento
1505,29645,asentamiento
1506,29678,asentamiento
1507,29694,asentamiento
1508,29713,demoras
1509,29775,volumen
1510,29809,fisuracion
1511,29824,resistencia
1512,29831,resistencia
1513,29838,formula
1514,29877,demoras
1515,29882,demoras
1516,29890,formula
1517,29928,volumen
1518,29937,fisuracion
1519,29949,asentamiento
1520,29953,asentamiento
1521,30007,fisuracion
1522,30016,fisuracion
1523,30042,asentamiento
1524,30174,demoras
1525,30222,fragüe
1526,30247,fisuracion
1527,30306,asentamiento
1528,30353,resistencia
1529,30359,asentamiento
1530,30362,fisuracion
1531,30372,demoras
1532,30383,fisuracion
1533,30404,formula
1534,30419,fisuracion
1535,30440,asentamiento
1536,30441,asentamiento
1537,30455,asentamiento
1538,30468,volumen
1539,30531,formula
1540,30557,fisuracion
1541,30580,fisuracion
1542,30606,demoras
1543,30615,volumen
1544,30620,fragüe
1545,30625,fisuracion
1546,30638,fisuracion
1547,30659,fragüe
1548,30736,resistencia
1549,30808,asentamiento
1550,30827,fisuracion
1551,30838,demoras
1552,30849,volumen
1553,30869,fragüe
1554,30932,resistencia
1555,30941,resistencia
1556,30957,fisuracion
1557,30961,formula
1558,30969,fisuracion
1559,30980,volumen
1560,30981,demoras
1561,31001,asentamiento
1562,31005,asentamiento
1563,31010,asentamiento
1564,31025,resistencia
1565,31039,demoras
1566,31046,resistencia
1567,31103,fisuracion
1568,31157,asentamiento
1569,31170,demoras
1570,31178,resistencia
1571,31189,fisuracion
1572,31190,formula
1573,31196,fisuracion
1574,31201,demoras
1575,31202,formula
1576,31220,asentamiento
1577,31226,demoras
1578,31230,fisuracion
1579,31232,volumen
1580,31237,demoras
1581,31245,formula
1582,31247,resistencia
1583,31256,demoras
1584,31319,fragüe
1585,31321,fisuracion
1586,31327,fragüe
1587,31344,fisuracion
1588,31378,fisuracion
1589,31417,fragüe
1590,31448,fisuracion
1591,31460,asentamiento
1592,31485,volumen
1593,31497,fisuracion
1594,31501,fisuracion
1595,31518,fisuracion
1596,31566,fisuracion
1597,31568,volumen
1598,31583,volumen
1599,31630,asentamiento
1600,31654,fisuracion
1601,31655,fisuracion
1602,31660,asentamiento
1603,31685,volumen
1604,31713,asentamiento
1605,31722,asentamiento
1606,31731,asentamiento
1607,31737,fisuracion
1608,31739,fisuracion
1609,31740,fisuracion
1610,31749,fragüe
1611,31797,asentamiento
1612,31850,volumen
1613,31853,volumen
1614,31898,asentamiento
1615,31905,formula
1616,31934,demoras
1617,31936,fisuracion
1618,31949,fisuracion
1619,31968,asentamiento
1620,31981,demoras
1621,32015,fisuracion
1622,32021,fisuracion
1623,32031,asentamiento
1624,32066,volumen
1625,32093,asentamiento
1626,32102,asentamiento
1627,32110,asentamiento
1628,32136,volumen
1629,32169,asentamiento
1630,32183,asentamiento
1631,32185,volumen
1632,32212,demoras
1633,32255,asentamiento
1634,32259,demoras
1635,32270,fisuracion
1636,32280,demoras
1637,32376,asentamiento
1638,32405,volumen
1639,32424,volumen
1640,32430,demoras
1641,32436,asentamiento
1642,32443,demoras
1643,32459,asentamiento
1644,32464,asentamiento
1645,32466,fisuracion
1646,32472,fisuracion
1647,32518,asentamiento
1648,32551,fisuracion
1649,32559,asentamiento
1650,32586,fisuracion
1651,32588,fisuracion
1652,32603,fisuracion
1653,32606,asentamiento
1654,32624,formula
1655,32634,fisuracion
1656,32696,asentamiento
1657,32703,asentamiento
1658,32712,asentamiento
1659,32718,demoras
1660,32735,asentamiento
1661,32743,volumen
1662,32783,volumen
1663,32827,asentamiento
1664,32840,asentamiento
1665,32852,fisuracion
1666,32863,demoras
1667,32913,volumen
1668,32931,asentamiento
1669,32938,asentamiento
1670,32939,asentamiento
1671,32949,formula
1672,32965,formula
1673,32979,formula
1674,33001,asentamiento
1675,33071,demoras
1676,33079,resistencia
1677,33095,asentamiento
1678,33097,fisuracion
1679,33103,asentamiento
1680,33106,fisuracion
1681,33147,fisuracion
1682,33166,asentamiento
1683,33169,volumen
1684,33171,demoras
1685,33211,asentamiento
1686,33231,fragüe
1687,33259,demoras
1688,33280,asentamiento
1689,33297,asentamiento
1690,33311,asentamiento
1691,33321,volumen
1692,33333,asentamiento
1693,33338,resistencia
1694,33342,resistencia
1695,33348,resistencia
1696,33351,demoras
1697,33361,asentamiento
1698,33393,demoras
1699,33403,fisuracion
1700,33411,fragüe
1701,33429,fisuracion
1702,33431,demoras
1703,33440,asentamiento
1704,33444,demoras
1705,33473,asentamiento
1706,33491,resistencia
1707,33511,asentamiento
1708,33517,volumen
1709,33533,fisuracion
1710,33577,asentamiento
1711,33590,asentamiento
1712,33618,volumen
1713,33633,asentamiento
1714,33635,asentamiento
1715,33655,fisuracion
1716,33668,asentamiento
1717,33673,volumen
1718,33674,asentamiento
1719,33688,resistencia
1720,33724,fisuracion
1721,33726,volumen
1722,33821,fisuracion
1723,33842,asentamiento
1724,33851,asentamiento
1725,33853,asentamiento
1726,33899,fisuracion
1727,33907,asentamiento
1728,33970,demoras
1729,33981,formula
1730,33986,demoras
1731,33997,fragüe
1732,34015,resistencia
1733,34033,fragüe
1734,34047,fisuracion
1735,34051,resistencia
1736,34075,fisuracion
1737,34104,fisuracion
1738,34135,demoras
1739,34166,fisuracion
1740,34199,fisuracion
1741,34200,volumen
1742,34215,fisuracion
1743,34217,volumen
1744,34227,formula
1745,34247,asentamiento
1746,34260,demoras
1747,34270,asentamiento
1748,34289,asentamiento
1749,34291,volumen
1750,34318,asentamiento
1751,34326,asentamiento
1752,34341,asentamiento
1753,34434,asentamiento
1754,34436,demoras
1755,34463,resistencia
1756,34469,demoras
1757,34487,asentamiento
1758,34531,volumen
1759,34556,fisuracion
1760,34574,resistencia
1761,34584,fragüe
1762,34588,fisuracion
1763,34622,volumen
1764,34625,resistencia
1765,34674,asentamiento
1766,34710,fisuracion
1767,34713,demoras
1768,34727,volumen
1769,34754,resistencia
1770,34757,asentamiento
1771,34759,asentamiento
1772,34809,asentamiento
1773,34818,demoras
1774,34853,resistencia
1775,34873,resistencia
1776,34910,fisuracion
1777,34915,volumen
1778,34935,formula
1779,34941,fisuracion
1780,34955,fisuracion
1781,34960,volumen
1782,34971,asentamiento
1783,35005,asentamiento
1784,35006,volumen
1785,35041,demoras
1786,35057,resistencia
1787,35062,fragüe
1788,35067,asentamiento
1789,35092,asentamiento
1790,35109,fragüe
1791,35126,fisuracion
1792,35145,fisuracion
1793,35187,fisuracion
1794,35192,volumen
1795,35199,fisuracion
1796,35211,fisuracion
1797,35227,formula
1798,35262,demoras
1799,35297,resistencia
1800,35299,fisuracion
1801,35306,resistencia
1802,35331,asentamiento
1803,35334,fisuracion
1804,35359,asentamiento
1805,35362,fisuracion
1806,35372,asentamiento
1807,35386,formula
1808,35387,fisuracion
1809,35396,formula
1810,35403,asentamiento
1811,35419,fisuracion
1812,35420,fisuracion
1813,35443,resistencia
1814,35445,fragüe
1815,35477,fragüe
1816,35509,fisuracion
1817,35511,fisuracion
1818,35522,demoras
1819,35547,fisuracion
1820,35566,asentamiento
1821,35587,resistencia
1822,35589,resistencia
1823,35590,volumen
1824,35598,formula
1825,35652,fisuracion
1826,35679,volumen
1827,35695,fragüe
1828,35698,asentamiento
1829,35713,asentamiento
1830,35724,fragüe
1831,35745,volumen
1832,35752,fisuracion
1833,35756,asentamiento
1834,35778,fragüe
1835,35792,fisuracion
1836,35802,demoras
1837,35821,asentamiento
1838,35839,asentamiento
1839,35851,demoras
1840,35854,formula
1841,35865,resistencia
1842,35870,fisuracion
1843,35895,demoras
1844,35909,fisuracion
1845,35938,fragüe
1846,35939,fisuracion
1847,35949,asentamiento
1848,35968,asentamiento
1849,35975,fragüe
1850,35989,volumen
1851,36052,volumen
1852,36079,volumen
1853,36081,fisuracion
1854,36083,asentamiento
1855,36098,fisuracion
1856,36139,asentamiento
1857,36165,fisuracion
1858,36176,asentamiento
1859,36185,fisuracion
1860,36186,formula
1861,36200,fisuracion
1862,36218,fisuracion
1863,36223,fisuracion
1864,36259,fisuracion
1865,36276,demoras
1866,36301,fragüe
1867,36332,fisuracion
1868,36394,asentamiento
1869,36403,demoras
1870,36405,demoras
1871,36424,fisuracion
1872,36431,fisuracion
1873,36465,asentamiento
1874,36470,asentamiento
1875,36494,fragüe
1876,36525,asentamiento
1877,36566,fisuracion
1878,36568,demoras
1879,36582,demoras
1880,36585,volumen
1881,36603,volumen
1882,36627,fragüe
1883,36668,formula
1884,36708,fisuracion
1885,36713,asentamiento
1886,36749,demoras
1887,36809,fisuracion
1888,36815,demoras
1889,36844,resistencia
1890,36845,asentamiento
1891,36871,fisuracion
1892,36902,asentamiento
1893,36948,resistencia
1894,37000,fisuracion
1895,37007,fisuracion
1896,37008,fisuracion
1897,37022,demoras
1898,37047,demoras
1899,37065,asentamiento
1900,37069,asentamiento
1901,37116,fisuracion
1902,37119,fragüe
1903,37160,fisuracion
1904,37162,asentamiento
1905,37178,fragüe
1906,37212,asentamiento
1907,37237,resistencia
1908,37259,asentamiento
1909,37299,fisuracion
1910,37308,asentamiento
1911,37367,fisuracion
1912,37371,asentamiento
1913,37417,demoras
1914,37436,demoras
1915,37441,fisuracion
1916,37444,asentamiento
1917,37446,demoras
1918,37468,asentamiento
1919,37518,asentamiento
1920,37540,fisuracion
1921,37543,asentamiento
1922,37611,fisuracion
1923,37636,demoras
1924,37689,fisuracion
1925,37700,demoras
1926,37705,fisuracion
1927,37706,demoras
1928,37762,asentamiento
1929,37769,asentamiento
1930,37778,fisuracion
1931,37785,fisuracion
1932,37793,fisuracion
1933,37818,demoras
1934,37859,asentamiento
1935,37861,volumen
1936,37869,asentamiento
1937,37878,fragüe
1938,37888,fisuracion
1939,37973,fisuracion
1940,37985,demoras
1941,38009,asentamiento
1942,38013,fisuracion
1943,38014,demoras
1944,38034,volumen
1945,38084,asentamiento
1946,38090,fragüe
1947,38094,demoras
1948,38095,fragüe
1949,38102,fisuracion
1950,38104,fisuracion
1951,38110,demoras
1952,38120,asentamiento
1953,38144,asentamiento
1954,38162,fisuracion
1955,38177,asentamiento
1956,38284,fisuracion
1957,38295,asentamiento
1958,38336,resistencia
1959,38353,demoras
1960,38384,asentamiento
1961,38402,volumen
1962,38414,fisuracion
1963,38417,fragüe
1964,38418,fisuracion
1965,38434,asentamiento
1966,38436,fisuracion
1967,38439,asentamiento
1968,38445,fisuracion
1969,38469,fragüe
1970,38534,volumen
1971,38540,asentamiento
1972,38652,asentamiento
1973,38667,fisuracion
1974,38670,resistencia
1975,38701,demoras
1976,38716,fisuracion
1977,38759,demoras
1978,38762,asentamiento
1979,38795,demoras
1980,38840,volumen
1981,38845,fisuracion
1982,38886,asentamiento
1983,38904,asentamiento
1984,38941,demoras
1985,38952,fisuracion
1986,38967,formula
1987,39010,fisuracion
1988,39019,asentamiento
1989,39031,asentamiento
1990,39035,demoras
1991,39050,resistencia
1992,39067,fisuracion
1993,39109,fisuracion
1994,39150,resistencia
1995,39163,fisuracion
1996,39188,fisuracion
1997,39251,volumen
1998,39257,asentamiento
1999,39299,volumen
2000,39330,fisuracion
2001,39342,fisuracion
2002,39364,resistencia
2003,39384,asentamiento
2004,39387,demoras
2005,39447,fragüe
2006,39454,fisuracion
2007,39459,asentamiento
2008,39479,resistencia
2009,39517,volumen
2010,39519,fisuracion
2011,39524,volumen
2012,39528,fisuracion
2013,39530,fisuracion
2014,39592,fisuracion
2015,39616,volumen
2016,39619,fisuracion
2017,39660,asentamiento
2018,39661,asentamiento
2019,39706,fragüe
2020,39732,asentamiento
2021,39734,demoras
2022,39825,fisuracion
2023,39830,resistencia
2024,39836,asentamiento
2025,39838,demoras
2026,39869,fisuracion
2027,39912,resistencia
2028,39914,fisuracion
2029,39917,resistencia
2030,39922,asentamiento
2031,39924,volumen
2032,39971,fisuracion
2033,40032,demoras
2034,40042,volumen
2035,40047,volumen
2036,40056,fisuracion
2037,40083,asentamiento
2038,40090,asentamiento
2039,40092,volumen
2040,40117,asentamiento
2041,40162,fisuracion
2042,40167,fisuracion
2043,40178,fisuracion
2044,40215,asentamiento
2045,40237,fisuracion
2046,40248,asentamiento
2047,40251,asentamiento
2048,40257,volumen
2049,40268,demoras
2050,40279,resistencia
2051,40360,volumen
2052,40417,demoras
2053,40422,resistencia
2054,40434,fisuracion
2055,40436,demoras
2056,40449,demoras
2057,40451,demoras
2058,40475,volumen
2059,40574,demoras
2060,40591,asentamiento
2061,40610,fisuracion
2062,40612,fragüe
2063,40632,volumen
2064,40645,asentamiento
2065,40651,fisuracion
2066,40653,fisuracion
2067,40657,formula
2068,40672,fisuracion
2069,40685,asentamiento
2070,40696,asentamiento
2071,40757,fisuracion
2072,40758,resistencia
2073,40783,asentamiento
2074,40791,fisuracion
2075,40805,fragüe
2076,40823,fisuracion
2077,40832,fragüe
2078,40834,fisuracion
2079,40865,asentamiento
2080,40925,fisuracion
2081,40941,asentamiento
2082,41017,fisuracion
2083,41037,asentamiento
2084,41040,formula
2085,41058,volumen
2086,41065,fisuracion
2087,41073,asentamiento
2088,41097,asentamiento
2089,41124,resistencia
2090,41137,demoras
2091,41165,fragüe
2092,41181,asentamiento
2093,41182,fisuracion
2094,41198,asentamiento
2095,41199,asentamiento
2096,41216,volumen
2097,41228,formula
2098,41244,asentamiento
2099,41254,asentamiento
2100,41258,fisuracion
2101,41367,demoras
2102,41400,fisuracion
2103,41414,resistencia
2104,41422,fragüe
2105,41447,asentamiento
2106,41481,fisuracion
2107,41497,volumen
2108,41502,resistencia
2109,41525,fisuracion
2110,41537,asentamiento
2111,41556,fisuracion
2112,41557,fisuracion
2113,41558,asentamiento
2114,41580,formula
2115,41589,fisuracion
2116,41608,volumen
2117,41619,volumen
2118,41688,demoras
2119,41721,asentamiento
2120,41787,fisuracion
2121,41791,volumen
2122,41792,fisuracion
2123,41800,demoras
2124,41807,asentamiento
2125,41817,fisuracion
2126,41834,resistencia
2127,41844,asentamiento
2128,41851,asentamiento
2129,41904,asentamiento
2130,41908,fisuracion
2131,41953,fisuracion
2132,41971,fisuracion
2133,42051,demoras
2134,42066,volumen
2135,42081,resistencia
2136,42101,asentamiento
2137,42116,fisuracion
2138,42121,formula
2139,42135,formula
2140,42159,demoras
2141,42168,demoras
2142,42180,demoras
2143,42200,fragüe
2144,42211,demoras
2145,42293,volumen
2146,42322,volumen
2147,42330,fragüe
2148,42348,demoras
2149,42353,asentamiento
